place_id,name,description,is_spending_on_ads,reviews,competitors,website,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link,added_status_m,email,domain,error,last_scanned,recheck_status,email_domain,email_domain_match,loca,revised_loca
ChIJmyWK2Hq3yhQRgLhyTHioO7o,Lamartine Hukuk Burosu,,0,1.0,"Name: Yildiz & Arar Hukuk Burosu
link: https://www.google.com/maps/search/Y%C4%B1ld%C4%B1z+%26+Arar+Hukuk+B%C3%BCrosu/@41.0392331,28.9841172?authuser=0&entry=ttu
Reviews: 1 reviews

Name: UNLULegal Avukatlik Burosu
link: https://www.google.com/maps/search/%C3%9CNL%C3%9CLegal+Avukatl%C4%B1k+B%C3%BCrosu/@41.038703999999996,28.985228000000003?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Ertem Hukuk Burosu
link: https://www.google.com/maps/search/Ertem+Hukuk+B%C3%BCrosu/@41.0356422,28.986827?authuser=0&entry=ttu
Reviews: 3 reviews

Name: HATEM HUKUK BUROSU
link: https://www.google.com/maps/search/HATEM+HUKUK+B%C3%9CROSU/@41.0361962,28.989498899999997?authuser=0&entry=ttu
Reviews: 1 reviews

Name: TEKIN LAW OFFICE
link: https://www.google.com/maps/search/TEKIN+LAW+OFFICE/@41.032640199999996,28.990098600000003?authuser=0&entry=ttu
Reviews: 3 reviews",http://www.lamartinehukuk.com/,Lamartine Hukuk Burosu (Sahibi),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=87cZgJYmXU2ggswubslrZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.90076&pitch=0&thumbfov=100,Hukuk Hizmetleri,Hukuk Hizmetleri,5.0,09:00-18:00,"Cumartesi, Pazar",(0212) 253 95 44,"Omer Avni, Lamartine Hukuk Burosu, Inonu Cd. 29/5, 34427 Beyoglu/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJmyWK2Hq3yhQRgLhyTHioO7o,1.0,info@lamartinehukuk.com,lamartinehukuk.com,,,0,lamartinehukuk.com,True,İnonu Caddesi,İnonu Caddesi
ChIJmyWK2Hq3yhQRgLhyTHioO7o,Lamartine Hukuk Burosu,,0,1.0,"Name: Yildiz & Arar Hukuk Burosu
link: https://www.google.com/maps/search/Y%C4%B1ld%C4%B1z+%26+Arar+Hukuk+B%C3%BCrosu/@41.0392331,28.9841172?authuser=0&entry=ttu
Reviews: 1 reviews

Name: UNLULegal Avukatlik Burosu
link: https://www.google.com/maps/search/%C3%9CNL%C3%9CLegal+Avukatl%C4%B1k+B%C3%BCrosu/@41.038703999999996,28.985228000000003?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Ertem Hukuk Burosu
link: https://www.google.com/maps/search/Ertem+Hukuk+B%C3%BCrosu/@41.0356422,28.986827?authuser=0&entry=ttu
Reviews: 3 reviews

Name: HATEM HUKUK BUROSU
link: https://www.google.com/maps/search/HATEM+HUKUK+B%C3%9CROSU/@41.0361962,28.989498899999997?authuser=0&entry=ttu
Reviews: 1 reviews

Name: TEKIN LAW OFFICE
link: https://www.google.com/maps/search/TEKIN+LAW+OFFICE/@41.032640199999996,28.990098600000003?authuser=0&entry=ttu
Reviews: 3 reviews",http://www.lamartinehukuk.com/,Lamartine Hukuk Burosu (Sahibi),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=87cZgJYmXU2ggswubslrZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.90076&pitch=0&thumbfov=100,Hukuk Hizmetleri,Hukuk Hizmetleri,5.0,09:00-18:00,"Cumartesi, Pazar",(0212) 253 95 44,"Omer Avni, Lamartine Hukuk Burosu, Inonu Cd. 29/5, 34427 Beyoglu/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJmyWK2Hq3yhQRgLhyTHioO7o,1.0,av.huseyinceylan@gmail.com,lamartinehukuk.com,,,0,gmail.com,False,İnonu Caddesi,İnonu Caddesi
ChIJsSvbedW3yhQRaPOLxCzvD8o,Alfa Arabuluculuk ve Cozum Merkezi,,0,8.0,"Name: ARABULUCULUK MERKEZI
link: https://www.google.com/maps/search/ARABULUCULUK+MERKEZ%C4%B0/@41.068799999999996,28.977524?authuser=0&entry=ttu
Reviews: 15 reviews

Name: Azarbaycan Hukuk Ve Danismanlik Burosu Besiktas Subesi
link: https://www.google.com/maps/search/Azarbaycan+Hukuk+Ve+Dani%C5%9Fmanl%C4%B1k+B%C3%BCrosu+Be%C5%9Fiktas+%C5%9Eubesi/@41.083960499999996,29.0268231?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Alteram Arabuluculuk ve Uyusmazlik Cozum Merkezi
link: https://www.google.com/maps/search/Alteram+Arabuluculuk+ve+Uyu%C5%9Fmazl%C4%B1k+%C3%87%C3%B6z%C3%BCm+Merkezi/@40.9617043,28.8238836?authuser=0&entry=ttu
Reviews: 14 reviews

Name: Alfa Hukuk Burosu
link: https://www.google.com/maps/search/Alfa+Hukuk+B%C3%BCrosu/@41.067296299999995,28.9951357?authuser=0&entry=ttu
Reviews: 0 reviews

Name: ALCAN HUKUK BUROSU - Av. Enver ALCAN
link: https://www.google.com/maps/search/ALCAN+HUKUK+B%C3%9CROSU+-+Av.+Enver+ALCAN/@41.080205,29.0313593?authuser=0&entry=ttu
Reviews: 9 reviews",http://alfaarabuluculuk.com/,Alfa Arabuluculuk ve Cozum Merkezi (Sahibi),https://www.google.com/maps/contrib/108767717847495149121,https://lh5.googleusercontent.com/p/AF1QipMQVwjAHIV2uyAMZHXLnbLeRc4Gf1FFvqZX-_8x=w408-h408-k-no,Hukuk Hizmetleri,Hukuk Hizmetleri,4.5,09:00-18:00,"Cumartesi, Pazar",(0212) 265 65 03,"Etiler, Alfa Arabuluculuk ve Cozum Merkezi, Etiler Mahallesi, Yanarsu Sokak Nadir Cahit Apt, Etiler Sk. No:1 No: 26, 34337 Besiktas/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJsSvbedW3yhQRaPOLxCzvD8o,0.0,info@alfaarabuluculuk.com,alfaarabuluculuk.com,,,0,alfaarabuluculuk.com,True,Yanarsu Sokagi,Yanarsu Sokagi
ChIJB0ypjwa3yhQRi6ST4HE-woY,Mecidiyekoy AVUKAT BUROSU LEXIN LEGAL HUKUK VE DANISMANLIK BOSANMA CEZA ISCI SIGORTA SIGORTA MALPRACTICE | Lawyer Iurist,,0,50.0,"Name: Bekenbey Legal Hukuk Burosu
link: https://www.google.com/maps/search/Bekenbey+Legal+Hukuk+B%C3%BCrosu/@41.0617474,28.9853705?authuser=0&entry=ttu
Reviews: 6 reviews

Name: HUKUK & DANISMANLIK BUROSU
link: https://www.google.com/maps/search/HUKUK+%26+DANI%C5%9EMANLIK+B%C3%9CROSU/@41.065379199999995,28.996112599999996?authuser=0&entry=ttu
Reviews: 0 reviews

Name: COSKUN & ONAL HUKUK BUROSU
link: https://www.google.com/maps/search/CO%C5%9EKUN+%26+%C3%96NAL+HUKUK+B%C3%9CROSU/@41.067459899999996,28.990409099999997?authuser=0&entry=ttu
Reviews: 0 reviews

Name: DNA LEGAL HUKUK BUROSU
link: https://www.google.com/maps/search/DNA+LEGAL+HUKUK+B%C3%9CROSU/@41.0728584,28.980823299999994?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Analitik Legal
link: https://www.google.com/maps/search/Analitik+Legal/@41.067674,28.9895364?authuser=0&entry=ttu
Reviews: 0 reviews",https://lexinlegal.com/,Mecidiyekoy AVUKAT BUROSU LEXIN LEGAL HUKUK VE DANISMANLIK BOSANMA CEZA ISCI SIGORTA SIGORTA MALPRACTICE | Lawyer Iurist (Sahibi),https://www.google.com/maps/contrib/113940154774395234635,https://lh5.googleusercontent.com/p/AF1QipMC8tkOcZpIHw3u58SDbc_L_7ALSldPa8a-Cijc=w408-h306-k-no,Hukuk Hizmetleri,Hukuk Hizmetleri,5.0,24 saat acik,Open All Days,0850 242 4043,"Gulbahar, Mecidiyekoy AVUKAT BUROSU LEXIN LEGAL HUKUK VE DANISMANLIK BOSANMA CEZA ISCI SIGORTA SIGORTA MALPRACTICE | Lawyer Iurist, Buyukdere Cd. 93/1, 34387 Sisli/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJB0ypjwa3yhQRi6ST4HE-woY,1.0,info@lexinlegal.com,lexinlegal.com,,,0,lexinlegal.com,True,Buyukdere Caddesi,Buyukdere Caddesi
ChIJGWGjAqO3yhQR_ho-1O3G8ac,Cakiroz Hukuk,,0,5.0,"Name: Koroglu Hukuk Burosu
link: https://www.google.com/maps/search/K%C3%B6ro%C4%9Flu+Hukuk+B%C3%BCrosu/@41.0726004,28.980406?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Gurel Hukuk Burosu
link: https://www.google.com/maps/search/G%C3%BCrel+Hukuk+B%C3%BCrosu/@41.0733323,28.980443200000003?authuser=0&entry=ttu
Reviews: 2 reviews

Name: GOKDEMIR HUKUK VE DANISMANLIK BUROSU
link: https://www.google.com/maps/search/G%C3%96KDEM%C4%B0R+HUKUK+VE+DANI%C5%9EMANLIK+B%C3%9CROSU/@41.0715679,28.960824799999994?authuser=0&entry=ttu
Reviews: 4 reviews

Name: Oz Hukuk
link: https://www.google.com/maps/search/%C3%96z+Hukuk/@41.076515,28.9708387?authuser=0&entry=ttu
Reviews: 1 reviews",http://www.cakirozhukuk.com/,Cakiroz Hukuk (Sahibi),https://www.google.com/maps/contrib/110477089221427497398,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=248NAKFUPQuam77jNmrF4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.839935&pitch=0&thumbfov=100,Hukuk Burosu,Hukuk Burosu,4.2,09:00-18:00,"Cumartesi, Pazar",(0212) 231 24 83,"Cakiroz Hukuk, CAGLAYAN MAH. PARK CAD. PARK IS MERKEZI NO:10, D:304, 34403 Kagithane/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJGWGjAqO3yhQR_ho-1O3G8ac,1.0,cakirozhukuk@gmail.com,cakirozhukuk.com,,,0,gmail.com,False,Park Caddesi,Park Caddesi
ChIJV87BGv-2yhQRW1VHeVV93I0,Kara Hukuk,,0,,,http://skara.av.tr/,Kara Hukuk (Sahibi),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sdQGLaIPpUVM_rdqLQGsYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.8323&pitch=0&thumbfov=100,Hukuk Burosu,Hukuk Burosu,,09:00-18:00,Pazar,(0212) 247 60 95,"Fulya, Kara Hukuk, Buyukdere Cd. No:68 Kat:3, 34394 Sisli/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJV87BGv-2yhQRW1VHeVV93I0,1.0,info@skara.av.tr,skara.av.tr,,,0,skara.av.tr,True,Buyukdere Caddesi,Buyukdere Caddesi
ChIJ4898ss2b0BQRebAkc3S6nCU,"Avcilar Avukat Oguzhan Kucukokka, Avcilar Bosanma Avukati, Avcilar Kira Avukati, Avcilar Ceza Avukati",,FALSE,16.0,,https://kucukokka.av.tr/,,,,Avukat,,4.5,,,0545 770 29 72,"Atakoy 7-8-9-10, Avcilar Avukat Oguzhan Kucukokka, Avcilar Bosanma Avukati, Avcilar Kira Avukati, Avcilar Ceza Avukati, Kisim Mah. Cobancesme E5, AVCILAR, Yan Yol Atakoy Towers A Blok No:109, 34212 Bakirkoy/Istanbul",,"https://www.google.com/maps/place/Avc%C4%B1lar+Avukat+O%C4%9Fuzhan+K%C3%BC%C3%A7%C3%BCkokka,+Avc%C4%B1lar+Bo%C5%9Fanma+Avukat%C4%B1,+Avc%C4%B1lar+Kira+Avukat%C4%B1,+Avc%C4%B1lar+Ceza+Avukat%C4%B1/data=!4m7!3m6!1s0x14d09bcdb27ccfe3:0x259cba747324b079!8m2!3d40.9918863!4d28.8342034!16s%2Fg%2F11j9hl8v86!19sChIJ4898ss2b0BQRebAkc3S6nCU?authuser=0&hl=tr&rclk=1",,info@kucukokka.av.tr,kucukokka.av.tr,,,0,kucukokka.av.tr,True,"Atakoy 7-8-9-10,","Atakoy 7-8-9-10,"
ChIJF_YB4hXHyhQREVbnoJBqb24,EREM HUKUK BUROSU,,0,7.0,"Name: Ked Hukuk Burosu(Arabuluculuk,Marka,Patent)
link: https://www.google.com/maps/search/Ked+Hukuk+B%C3%BCrosu%28Arabuluculuk%2CMarka%2CPatent%29/@40.9790467,29.117923299999994?authuser=0&entry=ttu
Reviews: 13 reviews

Name: Ilkem hukuk
link: https://www.google.com/maps/search/%C4%B0lkem+hukuk/@40.979103099999996,29.112798100000003?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Elif Hukuk Burosu - Avukat Ibrahim BAYRAM
link: https://www.google.com/maps/search/Elif+Hukuk+B%C3%BCrosu+-+Avukat+%C4%B0brahim+BAYRAM/@40.979782,29.114379000000003?authuser=0&entry=ttu
Reviews: 6 reviews

Name: Eren Hukuk Burosu
link: https://www.google.com/maps/search/Eren+Hukuk+B%C3%BCrosu/@40.9672595,29.1072533?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Kirecci Hukuk Burosu
link: https://www.google.com/maps/search/Kire%C3%A7%C3%A7i+Hukuk+B%C3%BCrosu/@40.992064,29.11545?authuser=0&entry=ttu
Reviews: 4 reviews",http://www.eremhukuk.com/,EREM HUKUK BUROSU (Sahibi),https://www.google.com/maps/contrib/115851085638725514947,https://lh5.googleusercontent.com/p/AF1QipOQwXX-G-eL7fsqCfyWCVbagtnZUyJElPFIqnzC=w408-h271-k-no,Hukuk Burosu,Hukuk Burosu,4.4,08:30-18:30,"Cumartesi, Pazar",0533 744 57 78,"Kucukbakkalkoy, EREM HUKUK BUROSU, Nergiz Sk. No:13, 34750 Atasehir/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJF_YB4hXHyhQREVbnoJBqb24,1.0,info@eremhukuk.com,eremhukuk.com,,2023-12-25 02:54:08,1,eremhukuk.com,True,Nergi̇z Sokagi,Nergi̇z Sokagi
ChIJkSm8TJ23yhQRwsqX8cDukNY,Sahin & Partners Law and Consultancy Office,,FALSE,,,http://www.sahinpartners.com/,,,,Hukuk Burosu,,,,,(0212) 225 77 75,"Caglayan, Sahin & Partners Law and Consultancy Office, Park Is Merkezi, Park Cd No:10/A D:400, 34000 Kagithane/Istanbul",,https://www.google.com/maps/place/%C5%9Eahin+%26+Partners+Law+and+Consultancy+Office/data=!4m7!3m6!1s0x14cab79d4cbc2991:0xd690eec0f197cac2!8m2!3d41.0731559!4d28.9812781!16s%2Fg%2F11lsqmzytj!19sChIJkSm8TJ23yhQRwsqX8cDukNY?authuser=0&hl=tr&rclk=1,,info@sahinpartners.com,sahinpartners.com,,2023-12-25 03:30:21,1,sahinpartners.com,True,Park Caddesi,Park Caddesi
ChIJ1-WZO-a5yhQRmH63xQ157cs,TurkishDivorce.com,,0,2.0,"Name: turkishlegal
link: https://www.google.com/maps/search/turkishlegal/@41.0382864,28.970330399999998?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Yakut Hukuk ve Danismanlik
link: https://www.google.com/maps/search/Yakut+Hukuk+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/@41.0254602,28.9717611?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Askin Hukuk Burosu.
link: https://www.google.com/maps/search/A%C5%9Fk%C4%B1n+Hukuk+B%C3%BCrosu./@41.0272198,28.9717357?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Turk&Co. Attorneys at Law
link: https://www.google.com/maps/search/Turk%26Co.+Attorneys+at+Law/@41.0241241,28.973263099999997?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Tarhan Hukuk Burosu
link: https://www.google.com/maps/search/Tarhan+Hukuk+B%C3%BCrosu/@41.0242344,28.9730454?authuser=0&entry=ttu
Reviews: 0 reviews",http://www.turkishdivorce.com/,TurkishDivorce.com (Sahibi),https://www.google.com/maps/contrib/115495118412524305685,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WIvG9AASyJQ42o0UX5cNDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.23912&pitch=0&thumbfov=100,Bosanma Avukati,Bosanma Avukati,3.0,09:00-19:00,"Cumartesi, Pazar",(0212) 245 03 13,"TurkishDivorce.com, Bankalar Cd Nazli Han No:26 Kat:3, 34420 Beyoglu/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJ1-WZO-a5yhQRmH63xQ157cs,1.0,hello@rfuenzalida.com,turkishdivorce.com,,,0,rfuenzalida.com,False,Bankalar Caddesi,Bankalar Caddesi
